campaign_title,banner_group,date,shows,clicks_count,spend_rub,leads,utm_source,utm_medium,utm_campaign,device_type
EcoHome_Solar,Heat_A,2024-06-21,13514,567,15658.5,29,yandex,cpc,ecohome_solar,desktop
EcoHome_Solar,Heat_B,2024-06-21,8340,586,4815.6,17,yandex,cpc,ecohome_solar,desktop
EcoHome_Solar,Solar_A,2024-06-21,7897,115,13403.15,11,yandex,cpc,ecohome_solar,desktop
EcoHome_Solar,Solar_B,2024-06-21,12116,163,14043.93,10,yandex,cpc,ecohome_solar,desktop
EcoHome_Solar,SmartHome_A,2024-06-21,17322,358,14996.73,13,yandex,cpc,ecohome_solar,mobile
EcoHome_SmartHome,Heat_A,2024-06-21,19892,477,11837.93,0,yandex,cpc,ecohome_smarthome,desktop
EcoHome_SmartHome,Heat_B,2024-06-21,12082,489,16786.53,17,yandex,cpc,ecohome_smarthome,mobile
EcoHome_SmartHome,Solar_A,2024-06-21,9534,338,17321.79,25,yandex,cpc,ecohome_smarthome,desktop
EcoHome_SmartHome,Solar_B,2024-06-21,18921,176,10653.1,15,yandex,cpc,ecohome_smarthome,mobile
EcoHome_SmartHome,SmartHome_A,2024-06-21,17108,392,13096.84,21,yandex,cpc,ecohome_smarthome,mobile
EcoHome_Heating,Heat_A,2024-06-28,11683,468,10336.02,7,yandex,cpc,ecohome_heating,mobile
EcoHome_Heating,Heat_B,2024-06-28,14654,263,18073.62,20,yandex,cpc,ecohome_heating,desktop
EcoHome_Heating,Solar_A,2024-06-28,8560,114,9670.03,22,yandex,cpc,ecohome_heating,desktop
EcoHome_Heating,Solar_B,2024-06-28,10014,401,9724.98,17,yandex,cpc,ecohome_heating,desktop
EcoHome_Heating,SmartHome_A,2024-06-28,8534,274,14494.45,22,yandex,cpc,ecohome_heating,desktop
EcoHome_Solar,Heat_A,2024-06-28,9908,515,5106.46,6,yandex,cpc,ecohome_solar,mobile
EcoHome_Solar,Heat_B,2024-06-28,18743,389,15189.43,26,yandex,cpc,ecohome_solar,desktop
EcoHome_Solar,Solar_A,2024-06-28,9340,158,10598.45,20,yandex,cpc,ecohome_solar,mobile
EcoHome_Solar,Solar_B,2024-06-28,17583,161,6088.07,22,yandex,cpc,ecohome_solar,mobile
EcoHome_Solar,SmartHome_A,2024-06-28,19436,450,15104.28,1,yandex,cpc,ecohome_solar,desktop
EcoHome_SmartHome,Heat_A,2024-06-28,17345,547,10648.23,10,yandex,cpc,ecohome_smarthome,desktop
EcoHome_SmartHome,Heat_B,2024-06-28,12164,599,5460.94,10,yandex,cpc,ecohome_smarthome,mobile
EcoHome_SmartHome,Solar_A,2024-06-28,7881,217,6057.54,34,yandex,cpc,ecohome_smarthome,desktop
EcoHome_SmartHome,Solar_B,2024-06-28,16927,580,14010.91,23,yandex,cpc,ecohome_smarthome,desktop
EcoHome_SmartHome,SmartHome_A,2024-06-28,6058,50,7140.71,33,yandex,cpc,ecohome_smarthome,desktop
EcoHome_Heating,Heat_A,2024-07-05,19223,270,16962.58,18,yandex,cpc,ecohome_heating,desktop
EcoHome_Heating,Heat_B,2024-07-05,9623,231,18608.66,0,yandex,cpc,ecohome_heating,mobile
EcoHome_Heating,Solar_A,2024-07-05,17178,530,8300.76,17,yandex,cpc,ecohome_heating,mobile
EcoHome_Heating,Solar_B,2024-07-05,13536,94,13407.87,5,yandex,cpc,ecohome_heating,mobile
EcoHome_Heating,SmartHome_A,2024-07-05,12016,97,6837.22,30,yandex,cpc,ecohome_heating,mobile
EcoHome_Solar,Heat_A,2024-07-05,6033,591,15438.39,17,yandex,cpc,ecohome_solar,mobile
EcoHome_Solar,Heat_B,2024-07-05,15839,430,16989.86,14,yandex,cpc,ecohome_solar,mobile
EcoHome_Solar,Solar_A,2024-07-05,17478,217,14702.02,8,yandex,cpc,ecohome_solar,mobile
EcoHome_Solar,Solar_B,2024-07-05,14603,258,4322.21,34,yandex,cpc,ecohome_solar,desktop
EcoHome_Solar,SmartHome_A,2024-07-05,12987,118,11336.3,19,yandex,cpc,ecohome_solar,desktop
EcoHome_SmartHome,Heat_A,2024-07-05,14873,574,4303.13,9,yandex,cpc,ecohome_smarthome,desktop
EcoHome_SmartHome,Heat_B,2024-07-05,10214,57,14215.82,8,yandex,cpc,ecohome_smarthome,mobile
EcoHome_SmartHome,Solar_A,2024-07-05,6140,316,7530.42,12,yandex,cpc,ecohome_smarthome,mobile
EcoHome_SmartHome,Solar_B,2024-07-05,9471,317,9705.14,8,yandex,cpc,ecohome_smarthome,mobile
EcoHome_SmartHome,SmartHome_A,2024-07-05,5198,179,14887.67,22,yandex,cpc,ecohome_smarthome,desktop
EcoHome_Heating,Heat_A,2024-07-12,15023,536,5339.6,28,yandex,cpc,ecohome_heating,mobile
EcoHome_Heating,Heat_B,2024-07-12,5178,246,16253.74,24,yandex,cpc,ecohome_heating,desktop
EcoHome_Heating,Solar_A,2024-07-12,12601,232,6091.48,1,yandex,cpc,ecohome_heating,desktop
EcoHome_Heating,Solar_B,2024-07-12,8084,155,15617.78,2,yandex,cpc,ecohome_heating,mobile
EcoHome_Heating,SmartHome_A,2024-07-12,16362,241,14177.09,21,yandex,cpc,ecohome_heating,desktop
EcoHome_Solar,Heat_A,2024-07-12,12099,516,12374.51,15,yandex,cpc,ecohome_solar,mobile
EcoHome_Solar,Heat_B,2024-07-12,7263,410,9923.71,24,yandex,cpc,ecohome_solar,mobile
EcoHome_Solar,Solar_A,2024-07-12,11326,319,6925.01,6,yandex,cpc,ecohome_solar,mobile
EcoHome_Solar,Solar_B,2024-07-12,19802,354,4998.9,7,yandex,cpc,ecohome_solar,mobile
EcoHome_Solar,SmartHome_A,2024-07-12,14947,549,11770.35,16,yandex,cpc,ecohome_solar,desktop
EcoHome_SmartHome,Heat_A,2024-07-12,7220,56,17715.69,33,yandex,cpc,ecohome_smarthome,mobile
EcoHome_SmartHome,Heat_B,2024-07-12,8992,567,15045.17,22,yandex,cpc,ecohome_smarthome,mobile
EcoHome_SmartHome,Solar_A,2024-07-12,19620,175,9305.87,16,yandex,cpc,ecohome_smarthome,mobile
EcoHome_SmartHome,Solar_B,2024-07-12,15570,587,7897.14,33,yandex,cpc,ecohome_smarthome,mobile
EcoHome_SmartHome,SmartHome_A,2024-07-12,9994,124,17782.69,13,yandex,cpc,ecohome_smarthome,desktop
EcoHome_Heating,Heat_A,2024-07-19,12769,70,14922.44,29,yandex,cpc,ecohome_heating,desktop
EcoHome_Heating,Heat_B,2024-07-19,18639,228,19132.0,31,yandex,cpc,ecohome_heating,mobile
EcoHome_Heating,Solar_A,2024-07-19,10178,376,6106.99,0,yandex,cpc,ecohome_heating,desktop
EcoHome_Heating,Solar_B,2024-07-19,5190,249,14843.57,3,yandex,cpc,ecohome_heating,desktop
EcoHome_Heating,SmartHome_A,2024-07-19,5378,436,6701.74,6,yandex,cpc,ecohome_heating,desktop
EcoHome_Solar,Heat_A,2024-07-19,19336,513,17585.57,22,yandex,cpc,ecohome_solar,desktop
EcoHome_Solar,Heat_B,2024-07-19,18434,347,12782.55,16,yandex,cpc,ecohome_solar,desktop
EcoHome_Solar,Solar_A,2024-07-19,16695,438,19699.87,2,yandex,cpc,ecohome_solar,mobile
EcoHome_Solar,Solar_B,2024-07-19,10806,495,10435.58,13,yandex,cpc,ecohome_solar,desktop
EcoHome_Solar,SmartHome_A,2024-07-19,6391,302,18755.07,30,yandex,cpc,ecohome_solar,desktop
EcoHome_SmartHome,Heat_A,2024-07-19,7939,73,6227.95,17,yandex,cpc,ecohome_smarthome,mobile
EcoHome_SmartHome,Heat_B,2024-07-19,9813,547,4755.15,5,yandex,cpc,ecohome_smarthome,desktop
EcoHome_SmartHome,Solar_A,2024-07-19,11414,296,8328.95,2,yandex,cpc,ecohome_smarthome,mobile
EcoHome_SmartHome,Solar_B,2024-07-19,19894,410,6116.61,31,yandex,cpc,ecohome_smarthome,desktop
EcoHome_SmartHome,SmartHome_A,2024-07-19,15143,305,4171.44,12,yandex,cpc,ecohome_smarthome,desktop
EcoHome_Heating,Heat_A,2024-07-26,13737,495,8090.23,13,yandex,cpc,ecohome_heating,desktop
EcoHome_Heating,Heat_B,2024-07-26,12265,131,11050.64,28,yandex,cpc,ecohome_heating,desktop
EcoHome_Heating,Solar_A,2024-07-26,8998,599,5010.08,26,yandex,cpc,ecohome_heating,mobile
EcoHome_Heating,Solar_B,2024-07-26,19721,258,11220.27,24,yandex,cpc,ecohome_heating,mobile
EcoHome_Heating,SmartHome_A,2024-07-26,16357,142,11487.69,21,yandex,cpc,ecohome_heating,desktop
EcoHome_Solar,Heat_A,2024-07-26,16748,355,14379.95,16,yandex,cpc,ecohome_solar,mobile
EcoHome_Solar,Heat_B,2024-07-26,13633,552,16033.83,20,yandex,cpc,ecohome_solar,desktop
EcoHome_Solar,Solar_A,2024-07-26,6505,439,8985.15,24,yandex,cpc,ecohome_solar,desktop
EcoHome_Solar,Solar_B,2024-07-26,12236,497,9520.27,8,yandex,cpc,ecohome_solar,desktop
EcoHome_Solar,SmartHome_A,2024-07-26,6449,314,12861.18,21,yandex,cpc,ecohome_solar,mobile
EcoHome_SmartHome,Heat_A,2024-07-26,12893,327,17155.65,28,yandex,cpc,ecohome_smarthome,mobile
EcoHome_SmartHome,Heat_B,2024-07-26,15490,579,15564.55,32,yandex,cpc,ecohome_smarthome,desktop
EcoHome_SmartHome,Solar_A,2024-07-26,5215,181,12198.29,17,yandex,cpc,ecohome_smarthome,desktop
EcoHome_SmartHome,Solar_B,2024-07-26,6706,108,13941.29,27,yandex,cpc,ecohome_smarthome,mobile
EcoHome_SmartHome,SmartHome_A,2024-07-26,6128,488,4569.44,5,yandex,cpc,ecohome_smarthome,mobile
EcoHome_Heating,Heat_A,2024-08-02,10583,521,4623.33,12,yandex,cpc,ecohome_heating,mobile
EcoHome_Heating,Heat_B,2024-08-02,18329,162,11106.93,16,yandex,cpc,ecohome_heating,desktop
EcoHome_Heating,Solar_A,2024-08-02,11801,231,4158.57,33,yandex,cpc,ecohome_heating,mobile
EcoHome_Heating,Solar_B,2024-08-02,8779,120,11731.71,6,yandex,cpc,ecohome_heating,mobile
EcoHome_Heating,SmartHome_A,2024-08-02,19917,519,16520.0,3,yandex,cpc,ecohome_heating,mobile
EcoHome_Solar,Heat_A,2024-08-02,17080,101,17806.76,28,yandex,cpc,ecohome_solar,desktop
EcoHome_Solar,Heat_B,2024-08-02,7521,570,4111.72,11,yandex,cpc,ecohome_solar,mobile
EcoHome_Solar,Solar_A,2024-08-02,12602,247,9397.29,23,yandex,cpc,ecohome_solar,desktop
EcoHome_Solar,Solar_B,2024-08-02,17197,114,19222.35,23,yandex,cpc,ecohome_solar,mobile
EcoHome_Solar,SmartHome_A,2024-08-02,16694,132,10850.48,34,yandex,cpc,ecohome_solar,mobile
EcoHome_SmartHome,Heat_A,2024-08-02,11429,583,19639.94,28,yandex,cpc,ecohome_smarthome,desktop
EcoHome_SmartHome,Heat_B,2024-08-02,11568,592,9429.17,17,yandex,cpc,ecohome_smarthome,desktop
EcoHome_SmartHome,Solar_A,2024-08-02,13313,322,9034.06,22,yandex,cpc,ecohome_smarthome,desktop
EcoHome_SmartHome,Solar_B,2024-08-02,6230,159,18652.92,2,yandex,cpc,ecohome_smarthome,mobile
EcoHome_SmartHome,SmartHome_A,2024-08-02,6910,531,18550.87,0,yandex,cpc,ecohome_smarthome,mobile
EcoHome_Heating,Heat_A,2024-08-09,11996,526,5898.57,0,yandex,cpc,ecohome_heating,desktop
EcoHome_Heating,Heat_B,2024-08-09,14088,268,15806.09,15,yandex,cpc,ecohome_heating,mobile
EcoHome_Heating,Solar_A,2024-08-09,5060,103,4211.66,15,yandex,cpc,ecohome_heating,mobile
EcoHome_Heating,Solar_B,2024-08-09,17352,220,4230.1,22,yandex,cpc,ecohome_heating,desktop
EcoHome_Heating,SmartHome_A,2024-08-09,9011,376,12059.33,33,yandex,cpc,ecohome_heating,mobile
EcoHome_Solar,Heat_A,2024-08-09,14196,501,16072.59,15,yandex,cpc,ecohome_solar,desktop
EcoHome_Solar,Heat_B,2024-08-09,9703,51,6681.06,16,yandex,cpc,ecohome_solar,desktop
EcoHome_Solar,Solar_A,2024-08-09,15891,199,15831.51,19,yandex,cpc,ecohome_solar,desktop
EcoHome_Solar,Solar_B,2024-08-09,5437,550,10423.96,18,yandex,cpc,ecohome_solar,mobile
EcoHome_Solar,SmartHome_A,2024-08-09,5901,94,6975.38,22,yandex,cpc,ecohome_solar,mobile
EcoHome_SmartHome,Heat_A,2024-08-09,11604,440,8174.7,26,yandex,cpc,ecohome_smarthome,mobile
EcoHome_SmartHome,Heat_B,2024-08-09,12264,597,6865.52,26,yandex,cpc,ecohome_smarthome,desktop
EcoHome_SmartHome,Solar_A,2024-08-09,8140,179,16216.25,32,yandex,cpc,ecohome_smarthome,mobile
EcoHome_SmartHome,Solar_B,2024-08-09,17886,383,11650.54,34,yandex,cpc,ecohome_smarthome,desktop
EcoHome_SmartHome,SmartHome_A,2024-08-09,19914,462,6336.34,22,yandex,cpc,ecohome_smarthome,desktop
EcoHome_Heating,Heat_A,2024-08-16,15754,363,14006.94,17,yandex,cpc,ecohome_heating,desktop
EcoHome_Heating,Heat_B,2024-08-16,15118,50,12989.82,31,yandex,cpc,ecohome_heating,mobile
EcoHome_Heating,Solar_A,2024-08-16,8174,59,6376.11,33,yandex,cpc,ecohome_heating,mobile
EcoHome_Heating,Solar_B,2024-08-16,19051,175,7869.41,32,yandex,cpc,ecohome_heating,mobile
EcoHome_Heating,SmartHome_A,2024-08-16,18502,105,13384.19,31,yandex,cpc,ecohome_heating,desktop
EcoHome_Solar,Heat_A,2024-08-16,17861,333,7265.4,1,yandex,cpc,ecohome_solar,desktop
EcoHome_Solar,Heat_B,2024-08-16,11257,248,10609.72,24,yandex,cpc,ecohome_solar,desktop
EcoHome_Solar,Solar_A,2024-08-16,11587,561,15040.75,32,yandex,cpc,ecohome_solar,desktop
EcoHome_Solar,Solar_B,2024-08-16,7121,586,13757.0,23,yandex,cpc,ecohome_solar,mobile
EcoHome_Solar,SmartHome_A,2024-08-16,17653,169,12703.57,23,yandex,cpc,ecohome_solar,desktop
EcoHome_SmartHome,Heat_A,2024-08-16,9920,179,10356.34,23,yandex,cpc,ecohome_smarthome,desktop
EcoHome_SmartHome,Heat_B,2024-08-16,7883,386,5783.8,29,yandex,cpc,ecohome_smarthome,mobile
EcoHome_SmartHome,Solar_A,2024-08-16,8001,390,12746.84,28,yandex,cpc,ecohome_smarthome,mobile
EcoHome_SmartHome,Solar_B,2024-08-16,13777,323,15661.92,19,yandex,cpc,ecohome_smarthome,desktop
EcoHome_SmartHome,SmartHome_A,2024-08-16,5556,131,7220.22,13,yandex,cpc,ecohome_smarthome,desktop
EcoHome_Heating,Heat_A,2024-08-23,5156,181,19233.0,19,yandex,cpc,ecohome_heating,mobile
EcoHome_Heating,Heat_B,2024-08-23,13055,156,4872.19,12,yandex,cpc,ecohome_heating,desktop
EcoHome_Heating,Solar_A,2024-08-23,5154,296,15902.48,25,yandex,cpc,ecohome_heating,desktop
EcoHome_Heating,Solar_B,2024-08-23,14369,203,8188.02,17,yandex,cpc,ecohome_heating,mobile
EcoHome_Heating,SmartHome_A,2024-08-23,6716,180,9626.4,18,yandex,cpc,ecohome_heating,desktop
EcoHome_Solar,Heat_A,2024-08-23,19315,226,8995.07,2,yandex,cpc,ecohome_solar,desktop
EcoHome_Solar,Heat_B,2024-08-23,12216,404,19772.29,6,yandex,cpc,ecohome_solar,mobile
EcoHome_Solar,Solar_A,2024-08-23,7349,457,17520.63,0,yandex,cpc,ecohome_solar,desktop
EcoHome_Solar,Solar_B,2024-08-23,12433,167,14780.1,7,yandex,cpc,ecohome_solar,desktop
EcoHome_Solar,SmartHome_A,2024-08-23,9582,183,14155.91,15,yandex,cpc,ecohome_solar,desktop
EcoHome_SmartHome,Heat_A,2024-08-23,16496,383,12731.14,25,yandex,cpc,ecohome_smarthome,mobile
EcoHome_SmartHome,Heat_B,2024-08-23,17486,210,15977.74,19,yandex,cpc,ecohome_smarthome,desktop
EcoHome_SmartHome,Solar_A,2024-08-23,8010,485,12501.71,25,yandex,cpc,ecohome_smarthome,desktop
EcoHome_SmartHome,Solar_B,2024-08-23,6537,447,16889.64,11,yandex,cpc,ecohome_smarthome,mobile
EcoHome_SmartHome,SmartHome_A,2024-08-23,13747,331,12175.53,1,yandex,cpc,ecohome_smarthome,mobile
EcoHome_Heating,Heat_A,2024-08-30,6480,136,7877.66,22,yandex,cpc,ecohome_heating,desktop
EcoHome_Heating,Heat_B,2024-08-30,11447,429,15810.69,19,yandex,cpc,ecohome_heating,desktop
EcoHome_Heating,Solar_A,2024-08-30,11701,232,15700.01,1,yandex,cpc,ecohome_heating,mobile
EcoHome_Heating,Solar_B,2024-08-30,13269,388,9466.26,5,yandex,cpc,ecohome_heating,desktop
EcoHome_Heating,SmartHome_A,2024-08-30,10311,405,5910.1,11,yandex,cpc,ecohome_heating,mobile
EcoHome_Solar,Heat_A,2024-08-30,17410,295,13557.0,6,yandex,cpc,ecohome_solar,mobile
EcoHome_Solar,Heat_B,2024-08-30,12727,68,9440.07,26,yandex,cpc,ecohome_solar,desktop
EcoHome_Solar,Solar_A,2024-08-30,19954,406,16428.77,4,yandex,cpc,ecohome_solar,desktop
EcoHome_Solar,Solar_B,2024-08-30,5142,241,17242.8,4,yandex,cpc,ecohome_solar,desktop
EcoHome_Solar,SmartHome_A,2024-08-30,14908,342,5905.7,2,yandex,cpc,ecohome_solar,desktop
EcoHome_SmartHome,Heat_A,2024-08-30,11085,578,12289.23,7,yandex,cpc,ecohome_smarthome,desktop
EcoHome_SmartHome,Heat_B,2024-08-30,14080,316,15269.37,23,yandex,cpc,ecohome_smarthome,desktop
EcoHome_SmartHome,Solar_A,2024-08-30,13738,575,8241.3,9,yandex,cpc,ecohome_smarthome,mobile
EcoHome_SmartHome,Solar_B,2024-08-30,19117,413,5483.44,33,yandex,cpc,ecohome_smarthome,desktop
EcoHome_SmartHome,SmartHome_A,2024-08-30,11665,565,6793.44,33,yandex,cpc,ecohome_smarthome,mobile
EcoHome_Heating,Heat_A,2024-09-06,10204,263,18373.68,17,yandex,cpc,ecohome_heating,desktop
EcoHome_Heating,Heat_B,2024-09-06,5018,61,16195.39,33,yandex,cpc,ecohome_heating,mobile
EcoHome_Heating,Solar_A,2024-09-06,17679,356,11795.39,11,yandex,cpc,ecohome_heating,desktop
EcoHome_Heating,Solar_B,2024-09-06,18313,569,8474.18,9,yandex,cpc,ecohome_heating,desktop
EcoHome_Heating,SmartHome_A,2024-09-06,15451,161,6972.43,28,yandex,cpc,ecohome_heating,mobile
EcoHome_Solar,Heat_A,2024-09-06,9555,302,14532.92,20,yandex,cpc,ecohome_solar,mobile
EcoHome_Solar,Heat_B,2024-09-06,8732,285,9552.04,19,yandex,cpc,ecohome_solar,mobile
EcoHome_Solar,Solar_A,2024-09-06,11998,184,8606.07,25,yandex,cpc,ecohome_solar,mobile
EcoHome_Solar,Solar_B,2024-09-06,10413,295,17799.83,21,yandex,cpc,ecohome_solar,mobile
EcoHome_Solar,SmartHome_A,2024-09-06,10961,424,4654.94,5,yandex,cpc,ecohome_solar,desktop
EcoHome_SmartHome,Heat_A,2024-09-06,18362,291,5009.7,9,yandex,cpc,ecohome_smarthome,mobile
EcoHome_SmartHome,Heat_B,2024-09-06,13084,297,6873.6,23,yandex,cpc,ecohome_smarthome,desktop
EcoHome_SmartHome,Solar_A,2024-09-06,18329,401,17530.68,26,yandex,cpc,ecohome_smarthome,mobile
EcoHome_SmartHome,Solar_B,2024-09-06,13301,229,10047.9,25,yandex,cpc,ecohome_smarthome,desktop
EcoHome_SmartHome,SmartHome_A,2024-09-06,9938,106,4843.9,22,yandex,cpc,ecohome_smarthome,desktop
EcoHome_Heating,Heat_A,2024-09-13,10918,504,11006.4,20,yandex,cpc,ecohome_heating,mobile
EcoHome_Heating,Heat_B,2024-09-13,17817,278,4638.76,34,yandex,cpc,ecohome_heating,desktop
EcoHome_Heating,Solar_A,2024-09-13,18169,451,9318.83,23,yandex,cpc,ecohome_heating,mobile
EcoHome_Heating,Solar_B,2024-09-13,17156,591,9868.77,9,yandex,cpc,ecohome_heating,desktop
EcoHome_Heating,SmartHome_A,2024-09-13,13627,226,19460.39,25,yandex,cpc,ecohome_heating,mobile
EcoHome_Solar,Heat_A,2024-09-13,18472,574,15213.85,3,yandex,cpc,ecohome_solar,mobile
EcoHome_Solar,Heat_B,2024-09-13,16154,259,11290.39,18,yandex,cpc,ecohome_solar,mobile
EcoHome_Solar,Solar_A,2024-09-13,14494,300,8510.69,0,yandex,cpc,ecohome_solar,mobile
EcoHome_Solar,Solar_B,2024-09-13,9887,595,4899.59,7,yandex,cpc,ecohome_solar,mobile
EcoHome_Solar,SmartHome_A,2024-09-13,9152,161,13765.81,29,yandex,cpc,ecohome_solar,mobile
EcoHome_SmartHome,Heat_A,2024-09-13,14554,308,17632.77,11,yandex,cpc,ecohome_smarthome,mobile
EcoHome_SmartHome,Heat_B,2024-09-13,16210,157,19418.96,12,yandex,cpc,ecohome_smarthome,desktop
EcoHome_SmartHome,Solar_A,2024-09-13,16221,307,4168.82,6,yandex,cpc,ecohome_smarthome,mobile
EcoHome_SmartHome,Solar_B,2024-09-13,8159,253,6017.85,8,yandex,cpc,ecohome_smarthome,mobile
EcoHome_SmartHome,SmartHome_A,2024-09-13,16022,446,14378.93,9,yandex,cpc,ecohome_smarthome,mobile
EcoHome_Heating,Heat_A,2024-09-20,7892,218,6100.61,14,yandex,cpc,ecohome_heating,mobile
EcoHome_Heating,Heat_B,2024-09-20,5759,89,10437.97,34,yandex,cpc,ecohome_heating,desktop
EcoHome_Heating,Solar_A,2024-09-20,10262,60,15132.72,22,yandex,cpc,ecohome_heating,desktop
EcoHome_Heating,Solar_B,2024-09-20,10972,545,8040.49,26,yandex,cpc,ecohome_heating,desktop
EcoHome_Heating,SmartHome_A,2024-09-20,15151,510,6085.65,15,yandex,cpc,ecohome_heating,mobile
EcoHome_Solar,Heat_A,2024-09-20,17476,304,10808.09,15,yandex,cpc,ecohome_solar,desktop
EcoHome_Solar,Heat_B,2024-09-20,11964,458,4140.44,25,yandex,cpc,ecohome_solar,desktop
EcoHome_Solar,Solar_A,2024-09-20,13447,402,5387.31,11,yandex,cpc,ecohome_solar,desktop
EcoHome_Solar,Solar_B,2024-09-20,16189,333,17273.05,4,yandex,cpc,ecohome_solar,mobile
EcoHome_Solar,SmartHome_A,2024-09-20,5877,275,16022.77,13,yandex,cpc,ecohome_solar,desktop
EcoHome_SmartHome,Heat_A,2024-09-20,14257,471,8409.07,32,yandex,cpc,ecohome_smarthome,desktop
EcoHome_SmartHome,Heat_B,2024-09-20,16831,154,16245.06,9,yandex,cpc,ecohome_smarthome,desktop
EcoHome_SmartHome,Solar_A,2024-09-20,11520,448,5020.71,18,yandex,cpc,ecohome_smarthome,mobile
EcoHome_SmartHome,Solar_B,2024-09-20,9402,571,8871.85,3,yandex,cpc,ecohome_smarthome,desktop
EcoHome_SmartHome,SmartHome_A,2024-09-20,8985,330,10482.38,33,yandex,cpc,ecohome_smarthome,mobile
EcoHome_Heating,Heat_A,2024-09-27,9196,570,17912.54,17,yandex,cpc,ecohome_heating,desktop
EcoHome_Heating,Heat_B,2024-09-27,9002,559,7500.35,33,yandex,cpc,ecohome_heating,desktop
EcoHome_Heating,Solar_A,2024-09-27,6997,474,6133.51,14,yandex,cpc,ecohome_heating,mobile
EcoHome_Heating,Solar_B,2024-09-27,15921,385,4935.33,4,yandex,cpc,ecohome_heating,mobile
EcoHome_Heating,SmartHome_A,2024-09-27,7793,562,6688.32,25,yandex,cpc,ecohome_heating,desktop
EcoHome_Solar,Heat_A,2024-09-27,7415,300,4918.27,34,yandex,cpc,ecohome_solar,mobile
EcoHome_Solar,Heat_B,2024-09-27,10289,139,13564.93,22,yandex,cpc,ecohome_solar,mobile
EcoHome_Solar,Solar_A,2024-09-27,16395,482,8517.02,3,yandex,cpc,ecohome_solar,desktop
EcoHome_Solar,Solar_B,2024-09-27,7262,521,6096.94,30,yandex,cpc,ecohome_solar,desktop
EcoHome_Solar,SmartHome_A,2024-09-27,14118,416,19664.51,33,yandex,cpc,ecohome_solar,desktop
EcoHome_SmartHome,Heat_A,2024-09-27,16991,429,9755.52,12,yandex,cpc,ecohome_smarthome,desktop
EcoHome_SmartHome,Heat_B,2024-09-27,12706,501,19022.03,29,yandex,cpc,ecohome_smarthome,mobile
EcoHome_SmartHome,Solar_A,2024-09-27,8491,263,15025.94,11,yandex,cpc,ecohome_smarthome,desktop
EcoHome_SmartHome,Solar_B,2024-09-27,10588,93,7263.91,22,yandex,cpc,ecohome_smarthome,mobile
EcoHome_SmartHome,SmartHome_A,2024-09-27,17212,133,4873.76,27,yandex,cpc,ecohome_smarthome,mobile
EcoHome_Heating,Heat_A,2024-10-04,5164,194,11510.51,12,yandex,cpc,ecohome_heating,desktop
EcoHome_Heating,Heat_B,2024-10-04,13605,94,7082.82,19,yandex,cpc,ecohome_heating,mobile
EcoHome_Heating,Solar_A,2024-10-04,13210,414,7222.5,3,yandex,cpc,ecohome_heating,desktop
EcoHome_Heating,Solar_B,2024-10-04,13737,374,4114.27,31,yandex,cpc,ecohome_heating,mobile
EcoHome_Heating,SmartHome_A,2024-10-04,18608,280,18258.24,9,yandex,cpc,ecohome_heating,mobile
EcoHome_Solar,Heat_A,2024-10-04,6381,493,15289.84,20,yandex,cpc,ecohome_solar,mobile
EcoHome_Solar,Heat_B,2024-10-04,14408,127,6948.82,20,yandex,cpc,ecohome_solar,desktop
EcoHome_Solar,Solar_A,2024-10-04,6168,118,4311.17,30,yandex,cpc,ecohome_solar,mobile
EcoHome_Solar,Solar_B,2024-10-04,8516,345,10853.63,18,yandex,cpc,ecohome_solar,mobile
EcoHome_Solar,SmartHome_A,2024-10-04,19157,495,10925.44,9,yandex,cpc,ecohome_solar,desktop
EcoHome_SmartHome,Heat_A,2024-10-04,5261,120,9373.06,20,yandex,cpc,ecohome_smarthome,mobile
EcoHome_SmartHome,Heat_B,2024-10-04,9222,129,19392.94,22,yandex,cpc,ecohome_smarthome,mobile
EcoHome_SmartHome,Solar_A,2024-10-04,10011,535,8459.11,27,yandex,cpc,ecohome_smarthome,desktop
EcoHome_SmartHome,Solar_B,2024-10-04,19967,579,9189.26,28,yandex,cpc,ecohome_smarthome,desktop
EcoHome_SmartHome,SmartHome_A,2024-10-04,6407,242,13402.03,20,yandex,cpc,ecohome_smarthome,desktop
EcoHome_Heating,Heat_A,2024-10-11,18032,372,15680.03,19,yandex,cpc,ecohome_heating,mobile
EcoHome_Heating,Heat_B,2024-10-11,15923,158,17914.9,22,yandex,cpc,ecohome_heating,mobile
EcoHome_Heating,Solar_A,2024-10-11,10490,422,13133.66,22,yandex,cpc,ecohome_heating,desktop
EcoHome_Heating,Solar_B,2024-10-11,5848,558,16970.94,18,yandex,cpc,ecohome_heating,mobile
EcoHome_Heating,SmartHome_A,2024-10-11,13070,167,6583.16,19,yandex,cpc,ecohome_heating,desktop
EcoHome_Solar,Heat_A,2024-10-11,14232,332,8122.11,18,yandex,cpc,ecohome_solar,desktop
EcoHome_Solar,Heat_B,2024-10-11,17710,515,8600.18,6,yandex,cpc,ecohome_solar,desktop
EcoHome_Solar,Solar_A,2024-10-11,10670,597,5551.66,3,yandex,cpc,ecohome_solar,mobile
EcoHome_Solar,Solar_B,2024-10-11,8992,253,17520.2,28,yandex,cpc,ecohome_solar,desktop
EcoHome_Solar,SmartHome_A,2024-10-11,7243,356,5660.1,4,yandex,cpc,ecohome_solar,mobile
